STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,CITIZENSHIP,Citizenship,FREQ,Frequency of observation,MEASURE,Measure,SEX,Sex,BIRTH_PLACE,Place of birth,EDUCATION_LEV,Education level,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,HUN,Hungary,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,68.48522949,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,HUN,Hungary,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,69.95480347,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,HUN,Hungary,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,71.05660248,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,HUN,Hungary,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,71.90000153,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,HUN,Hungary,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2019,,72.4359436,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,HUN,Hungary,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2020,,74.89368439,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,HUN,Hungary,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2021,,75.95716095,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,HUN,Hungary,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2022,,76.94975281,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,88.84159088,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,88.54283142,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,87.37822723,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,87.77731323,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2004,,86.79654694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2005,,86.04712677,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2006,,87.05870056,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2007,,86.88883209,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2008,,86.19116211,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2009,,84.26313019,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2010,,84.5136795,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2011,,84.39949036,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,84.62101746,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2013,,85.62332153,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2014,,87.20587158,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,88.56437683,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,89.27232361,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,88.42153168,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,87.59999847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2019,,87.3707428,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2020,,85.09999847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2021,,84.87081146,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2022,,86.18972778,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISL,Iceland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2023,,86.38225555,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,67.39222717,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,67.46439362,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,67.94036102,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,68.24284363,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2004,,68.70938873,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2005,,69.80399323,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2006,,70.50988007,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2007,,71.13144684,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2008,,70.83984375,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2009,,69.77324677,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2010,,68.996521,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2011,,68.66983795,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,68.73291779,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2013,,69.26841736,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2014,,69.5083313,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,69.81947327,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,70.18554688,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,71.88970947,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,71.90000153,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2019,,72.37518311,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2020,,70.11071014,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2021,,73.55783844,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,IRL,Ireland,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2022,,75.23217773,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,69.16311646,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2013,,69.26998901,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2014,,69.67209625,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,69.71379089,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,69.52562714,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,69.59449005,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,69.59999847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2019,,69.32711792,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2020,,67.16811371,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ISR,Israel,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2021,,67.16999817,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,59.83422089,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,60.23249054,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,60.90431976,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,ITA,Italy,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,61.49742889,,A,Normal value,0,Units,1,One
